,Angles,Times,RSSI,POS
0,0.8305359888800603,1764757202.2394624,"(37.114288330078125, 152.8106689453125, 347.9449462890625, 627.350341796875)",-13.5
1,0.7583154681078812,1764757202.4197373,"(38.630584716796875, 131.81484985351562, 361.2656555175781, 500.1874084472656)",-10.7
2,0.5416539057913436,1764757202.6051326,"(47.275306701660156, 80.26495361328125, 489.66900634765625, 354.3670959472656)",-1.0
3,0.252771822702627,1764757202.7818792,"(52.18760681152344, 9.866395950317383, 961.938720703125, 128.796875)",8.0
4,0.252771822702627,1764757202.9757714,"(76.3319091796875, 57.515865325927734, 874.46875, 14.575932502746582)",14.5
5,-0.03611026038608944,1764757203.2124412,"(199.9542694091797, 881.58154296875, 875.69921875, 18.992650985717773)",19.3
6,-1.0471975511965976,1764757203.4319084,"(787.5341796875, 31.7381591796875, 29.515981674194336, 27.720947265625)",21.4
7,-1.0471975511965976,1764757203.6589808,"(699.796875, 36.31562805175781, 35.931217193603516, 160.1234588623047)",21.1
8,0.9027565096522394,1764757203.8685753,"(34.04454803466797, 29.525005340576172, 161.23989868164062, 357.2730712890625)",15.8
9,0.9749770304244187,1764757204.0611885,"(18.749164581298828, 150.88951110839844, 217.69009399414062, 926.97265625)",12.0
10,1.0471975511965976,1764757204.230817,"(15.548365592956543, 104.14837646484375, 41.8205451965332, 1174.8419189453125)",12.7
11,1.0471975511965976,1764757204.3888395,"(14.057693481445312, 103.84123229980469, 40.35370635986328, 1168.5892333984375)",16.8
12,-1.0471975511965976,1764757204.5384264,"(978.3671875, 20.142520904541016, 124.88571166992188, 64.20331573486328)",24.5
13,-1.0471975511965976,1764757204.689975,"(792.4098510742188, 39.788543701171875, 39.40174102783203, 219.40045166015625)",29.9
14,-0.46943338501916443,1764757204.8397279,"(182.6772003173828, 498.494384765625, 34.66501235961914, 36.640220642089844)",30.2
15,-0.18055130193044788,1764757205.0129638,"(191.6128692626953, 880.8173217773438, 355.58441162109375, 38.39051055908203)",27.3
16,0.036110260386089665,1764757205.208261,"(188.1419677734375, 544.4276733398438, 669.7940673828125, 48.26654815673828)",22.0
17,0.18055130193044788,1764757205.3850725,"(164.90380859375, 276.27276611328125, 895.9147338867188, 39.365562438964844)",18.8
18,0.252771822702627,1764757205.5789816,"(164.7267608642578, 201.510009765625, 911.386474609375, 25.31122398376465)",18.0
19,0.252771822702627,1764757205.7605112,"(156.96505737304688, 216.4141387939453, 944.0311279296875, 22.630294799804688)",18.0
20,0.252771822702627,1764757205.9423993,"(152.02352905273438, 206.74844360351562, 1027.8631591796875, 22.02224349975586)",18.2
21,0.252771822702627,1764757206.132435,"(155.83206176757812, 220.31307983398438, 1052.770751953125, 21.73369789123535)",19.5
