[Easycomm Serial]: Number of implented commands: 4 
[Easycomm Serial]: Ready
13502 , 15484
13512 , 15484
13522 , 15484
13532 , 15484
13542 , 15484
13552 , 15484
13562 , 15484
13572 , 15484
13582 , 15484
13592 , 15484
13602 , 15484
13612 , 15484
13622 , 15484
13632 , 15484
13642 , 15484
13652 , 15484
13662 , 15484
13672 , 15484
13682 , 15484
13692 , 15484
13702 , 15484
13712 , 15484
13722 , 15484
13732 , 15484
13742 , 15484
13752 , 15484
13762 , 15484
13772 , 15484
13782 , 15484
13792 , 15484
13802 , 15484
13812 , 15484
13822 , 15484
13832 , 15484
13842 , 15484
13852 , 15484
13862 , 15484
13872 , 15484
13882 , 15484
13892 , 15484
13902 , 15484
13912 , 15484
13922 , 15484
13932 , 15484
13942 , 15484
13952 , 15484
13962 , 15484
13972 , 15484
13982 , 15484
13992 , 15484
14002 , 15484
14012 , 15484
14022 , 15484
14032 , 15484
14042 , 15484
14052 , 15484
14062 , 15484
14072 , 15484
14082 , 15484
14092 , 15484
14102 , 15484
14112 , 15484
14122 , 15484
14132 , 15484
14142 , 15484
14152 , 15484
14162 , 15484
14172 , 15484
14182 , 15484
14192 , 15484
14202 , 15484
14212 , 15484
14222 , 15484
14232 , 15484
14242 , 15484
14252 , 15484
14262 , 15484
14272 , 15484
14282 , 15484
14292 , 15484
14302 , 15484
14312 , 15484
14322 , 15484
14332 , 15484
14342 , 15484
14352 , 15484
14362 , 15484
14372 , 15484
14382 , 15484
14392 , 15484
14402 , 15484
14412 , 15484
14422 , 15484
14432 , 15484
14442 , 15484
14452 , 15484
14462 , 15484
14472 , 15484
