t;θ
7,251667E0;4,853867E1
7,335000E0;4,823312E1
7,418333E0;5,065015E1
7,501667E0;5,160846E1
7,585000E0;5,241640E1
7,668333E0;5,322880E1
7,753333E0;5,317916E1
7,836667E0;5,231902E1
7,920000E0;5,207101E1
8,003333E0;5,224378E1
8,086667E0;5,456282E1
8,170000E0;5,483586E1
8,253333E0;5,429018E1
8,336667E0;5,531269E1
8,420000E0;5,473495E1
8,503333E0;5,614032E1
8,586667E0;5,647805E1
8,670000E0;5,436208E1
8,753333E0;5,390992E1
8,836667E0;5,364693E1
8,920000E0;5,456282E1
9,003333E0;5,531269E1
9,086667E0;5,447655E1
9,170000E0;5,573155E1
9,253333E0;5,497771E1
9,336667E0;5,405297E1
9,420000E0;5,252060E1
9,503333E0;5,204964E1
9,586667E0;5,244630E1
9,670000E0;5,266844E1
9,753333E0;5,171479E1
9,836667E0;5,242399E1
9,920000E0;5,234123E1
1,000333E1;5,259464E1
1,008667E1;5,339293E1
1,017000E1;5,213565E1
1,025333E1;5,353918E1
1,033667E1;5,236589E1
1,042000E1;4,975672E1
1,050333E1;4,909777E1
1,058667E1;4,766101E1
1,067000E1;4,938578E1
1,075333E1;4,963546E1
1,083667E1;4,926789E1
1,092000E1;5,052201E1
1,100333E1;5,000709E1
1,108667E1;5,101799E1
1,117000E1;5,100005E1
1,125333E1;4,952967E1
1,133667E1;4,893930E1
1,142000E1;4,801279E1
1,150333E1;4,835636E1
1,158667E1;4,997717E1
1,167000E1;4,984114E1
1,175500E1;5,090614E1
1,183833E1;5,109421E1
1,192167E1;4,947788E1
1,200500E1;4,930631E1
1,208833E1;4,887126E1
1,217167E1;4,927828E1
1,225500E1;5,044442E1
1,233833E1;5,085385E1
1,242167E1;5,246057E1
1,250500E1;5,233605E1
1,258833E1;5,310605E1
1,267167E1;5,353493E1
1,275500E1;5,209330E1
1,283833E1;5,072733E1
1,292167E1;5,054370E1
1,300500E1;5,098698E1
1,308833E1;5,265561E1
1,317167E1;5,160130E1
1,325500E1;5,265065E1
1,333833E1;5,270933E1
1,342167E1;5,343301E1
1,350500E1;5,388581E1
1,358833E1;5,285050E1
1,367167E1;5,176337E1
1,375500E1;5,134019E1
1,383833E1;5,051148E1
1,392167E1;4,839562E1
1,400500E1;4,641340E1
1,408833E1;4,664126E1
1,417167E1;4,723763E1
1,425500E1;4,617256E1
1,433833E1;4,268294E1
1,442167E1;4,249595E1
1,450500E1;4,235999E1
1,458833E1;4,441791E1
1,467167E1;4,433956E1
1,475500E1;4,475268E1
1,483833E1;4,541578E1
1,492167E1;4,549966E1
1,500500E1;4,640931E1
1,508833E1;4,674578E1
1,517167E1;4,441622E1
1,525500E1;4,399784E1
1,533833E1;4,325927E1
1,542167E1;4,409324E1
1,550500E1;4,541338E1
1,558833E1;4,483676E1
1,567167E1;4,598776E1
1,584000E1;4,425808E1
1,592333E1;4,385750E1
1,600667E1;4,263779E1
1,609000E1;4,491827E1
1,617333E1;4,615567E1
1,625667E1;4,548970E1
1,634000E1;4,694698E1
1,642333E1;4,653940E1
1,650667E1;4,796945E1
1,659000E1;4,768759E1
1,667333E1;4,605940E1
1,675667E1;4,524947E1
1,684000E1;4,516512E1
1,692333E1;4,648146E1
1,700667E1;4,810729E1
1,709000E1;4,752492E1
1,717333E1;4,918492E1
1,725667E1;5,012094E1
1,734000E1;4,814314E1
1,742333E1;4,782099E1
1,750667E1;4,690639E1
1,759000E1;4,957724E1
1,767333E1;5,181642E1
1,775667E1;5,026886E1
1,784000E1;5,123175E1
1,792333E1;5,141174E1
1,800667E1;5,315356E1
1,809000E1;5,387811E1
1,817333E1;5,245277E1
1,825667E1;5,139440E1
1,834000E1;5,196096E1
1,842333E1;5,144953E1
1,850667E1;5,364542E1
1,859000E1;5,366491E1
1,867333E1;5,375868E1
1,875667E1;5,440830E1
1,884000E1;5,407420E1
1,892333E1;5,566978E1
1,900667E1;5,501752E1
1,909000E1;5,303667E1
1,917333E1;5,274344E1
1,925667E1;5,119641E1
1,934000E1;5,134019E1
1,942333E1;5,119641E1
1,950667E1;5,054847E1
1,959000E1;5,162874E1
1,967500E1;5,275775E1
1,975833E1;5,630993E1
1,984167E1;6,395818E1
1,992500E1;7,216499E1
2,000833E1;7,878116E1
2,009167E1;8,158601E1
2,017500E1;8,506501E1
2,025833E1;8,827820E1
2,034167E1;8,920428E1
2,042500E1;9,169131E1
2,050833E1;9,378359E1
2,059167E1;9,554204E1
2,067500E1;9,647318E1
2,075833E1;9,727272E1
2,084167E1;9,903462E1
2,092500E1;1,009576E2
2,100833E1;1,016737E2
2,109167E1;1,017208E2
2,117500E1;1,028043E2
2,125833E1;1,030208E2
2,134167E1;1,026549E2
2,142500E1;1,031605E2
2,150833E1;1,033925E2
2,159167E1;1,033334E2
2,167500E1;1,032472E2
