t;θ
6,985751E0;5,728457E1
7,069084E0;5,567199E1
7,152418E0;5,423181E1
7,235751E0;5,379373E1
7,320751E0;5,324071E1
7,404084E0;5,447514E1
7,487418E0;5,434851E1
7,570751E0;5,472976E1
7,654084E0;5,522217E1
7,737418E0;5,317399E1
7,820751E0;5,197947E1
7,904084E0;5,161458E1
7,987418E0;5,166868E1
8,070751E0;5,326449E1
8,154084E0;5,310769E1
8,237418E0;5,423877E1
8,320751E0;5,525534E1
8,404084E0;5,575873E1
8,487418E0;5,689269E1
8,570751E0;5,621821E1
8,654084E0;5,402179E1
8,737418E0;5,315263E1
8,820751E0;5,099253E1
8,904084E0;5,211513E1
8,987418E0;5,149736E1
9,070751E0;5,023748E1
9,154084E0;5,060857E1
9,237418E0;4,970412E1
9,320751E0;4,911945E1
9,404084E0;4,727183E1
9,487418E0;4,500000E1
9,570751E0;4,214551E1
9,654084E0;3,969095E1
9,737418E0;3,829476E1
9,820751E0;3,805086E1
9,904084E0;3,592850E1
9,987418E0;3,635595E1
1,007075E1;3,653549E1
1,015408E1;3,686990E1
1,023742E1;3,767809E1
1,032075E1;3,733770E1
1,040408E1;3,886778E1
1,048742E1;3,935175E1
1,057075E1;3,820159E1
1,065408E1;3,829476E1
1,073742E1;3,765781E1
1,082075E1;3,929739E1
1,090408E1;4,133425E1
1,098742E1;4,007834E1
1,107075E1;4,222083E1
1,115408E1;4,223614E1
1,123908E1;4,309085E1
1,132242E1;4,451988E1
1,140575E1;4,328320E1
1,148908E1;4,303589E1
1,157242E1;4,265313E1
1,165575E1;4,304126E1
1,173908E1;4,484473E1
1,182242E1;4,476741E1
1,190575E1;4,609569E1
1,198908E1;4,638965E1
1,207242E1;4,507795E1
1,215575E1;4,484388E1
1,223908E1;4,406081E1
1,232242E1;4,484388E1
1,240575E1;4,593919E1
1,248908E1;4,546707E1
1,257242E1;4,687276E1
1,265575E1;4,687276E1
1,273908E1;4,728432E1
1,282242E1;4,774121E1
1,290575E1;4,632138E1
1,298908E1;4,531139E1
1,307242E1;4,421945E1
1,315575E1;4,275274E1
1,323908E1;4,414490E1
1,332242E1;4,445285E1
1,340575E1;4,429654E1
1,348908E1;4,515697E1
1,357242E1;4,390730E1
1,365575E1;4,242226E1
1,373908E1;4,210241E1
1,382242E1;4,196266E1
1,390575E1;4,389829E1
1,398908E1;4,422368E1
1,407242E1;4,484515E1
1,415575E1;4,616597E1
1,423908E1;4,686768E1
1,432242E1;4,886546E1
1,440575E1;4,861954E1
1,448908E1;4,677784E1
1,457242E1;4,546455E1
1,465575E1;4,523197E1
1,473908E1;4,336786E1
1,482242E1;3,898691E1
1,490575E1;3,372081E1
1,498908E1;3,162929E1
1,507242E1;3,077404E1
1,515575E1;3,094490E1
1,524075E1;3,185331E1
1,532408E1;3,126711E1
1,540742E1;3,105834E1
1,549075E1;3,181772E1
1,557408E1;3,293223E1
1,565742E1;3,533360E1
1,574075E1;3,484802E1
1,582408E1;3,649969E1
1,590742E1;3,840326E1
1,599075E1;3,951211E1
1,607408E1;4,151539E1
1,615742E1;4,129869E1
1,624075E1;4,001367E1
1,632408E1;3,998689E1
1,640742E1;4,055431E1
1,649075E1;4,391908E1
1,657408E1;4,515402E1
1,665742E1;4,576799E1
1,674075E1;4,744966E1
1,682408E1;4,709242E1
1,690742E1;4,646880E1
1,699075E1;4,631071E1
1,707408E1;4,615345E1
1,715742E1;4,748281E1
1,724075E1;4,754309E1
1,732408E1;4,823101E1
1,740742E1;4,974429E1
1,749075E1;4,966055E1
1,757408E1;5,079502E1
1,765742E1;5,033421E1
1,774075E1;4,894785E1
1,782408E1;4,847523E1
1,790742E1;4,815001E1
1,799075E1;4,912439E1
1,807408E1;5,013812E1
1,815742E1;4,967319E1
1,824075E1;5,060237E1
1,832408E1;4,956468E1
1,840742E1;4,825722E1
1,849075E1;4,787404E1
1,857408E1;4,764494E1
1,865742E1;4,848461E1
1,874075E1;4,903044E1
1,882408E1;4,945759E1
1,890742E1;5,041835E1
1,899075E1;4,949368E1
1,907408E1;4,917365E1
1,915908E1;5,354608E1
1,924242E1;5,513279E1
1,932575E1;6,324023E1
1,940908E1;7,118470E1
1,949242E1;7,487025E1
1,957575E1;7,901450E1
1,965908E1;8,264412E1
1,974242E1;8,516342E1
1,982575E1;8,694130E1
1,990908E1;8,836342E1
1,999242E1;9,021827E1
2,007575E1;9,173900E1
2,015908E1;9,314377E1
2,024242E1;9,447395E1
2,032575E1;9,598060E1
2,040908E1;9,665975E1
2,049242E1;9,765861E1
2,057575E1;9,793100E1
2,065908E1;9,843486E1
2,074242E1;9,808391E1
2,082575E1;9,860589E1
2,090908E1;9,872963E1
2,099242E1;9,885377E1
2,107575E1;9,872108E1
2,115908E1;9,885377E1
2,124242E1;9,885377E1
2,132575E1;9,853077E1
2,140908E1;9,862216E1
2,149242E1;9,820722E1
2,157575E1;9,783848E1
2,165908E1;9,784955E1
