t;θ
1,132242E1;4,602181E1
1,140575E1;4,333683E1
1,148908E1;3,564702E1
1,157242E1;2,882331E1
1,165575E1;2,438869E1
1,173908E1;1,766632E1
1,182242E1;1,349932E1
1,190575E1;6,988490E0
1,198908E1;4,583565E-1
1,207242E1;-3,929480E0
1,215575E1;-1,176451E1
1,223908E1;-1,722611E1
1,232242E1;-2,251215E1
1,240575E1;-2,890066E1
1,248908E1;-3,488464E1
1,257242E1;-4,166425E1
1,265575E1;-4,659854E1
1,273908E1;-5,280747E1
1,282242E1;-5,900360E1
1,290575E1;-6,492006E1
1,298908E1;-7,083288E1
1,307242E1;-7,764913E1
1,315575E1;-8,295852E1
1,323908E1;-8,875671E1
1,332242E1;-9,443565E1
1,340575E1;-1,005961E2
1,348908E1;-1,070611E2
1,357242E1;-1,121282E2
1,365575E1;-1,182134E2
1,373908E1;-1,266792E2
1,382242E1;-1,354542E2
1,390575E1;-1,381725E2
1,398908E1;-1,428997E2
1,407242E1;-1,491026E2
1,415575E1;-1,555479E2
1,423908E1;-1,631270E2
1,432242E1;-1,671095E2
1,440575E1;-1,725646E2
1,448908E1;-1,785382E2
1,457242E1;1,741979E2
1,465575E1;1,689063E2
1,473908E1;1,645255E2
1,482242E1;1,577586E2
1,490575E1;1,511892E2
1,498908E1;1,452053E2
1,507242E1;1,408660E2
1,515575E1;1,328935E2
1,524075E1;1,270004E2
1,532408E1;1,223422E2
1,540742E1;1,148408E2
1,549075E1;1,079279E2
1,557408E1;1,036384E2
1,565742E1;9,643546E1
1,574075E1;9,125164E1
1,582408E1;8,510091E1
1,590742E1;7,939785E1
1,599075E1;7,284869E1
1,607408E1;6,549385E1
1,615742E1;6,116086E1
1,624075E1;5,481423E1
1,632408E1;4,471706E1
1,640742E1;4,118593E1
1,649075E1;3,784157E1
1,657408E1;3,137103E1
1,665742E1;2,449968E1
1,674075E1;1,816312E1
1,682408E1;1,421585E1
1,690742E1;7,261462E0
1,699075E1;8,276503E-1
1,707408E1;-3,496040E0
1,715742E1;-1,065390E1
1,724075E1;-1,620072E1
1,732408E1;-2,164716E1
1,740742E1;-2,781042E1
1,749075E1;-3,348134E1
1,757408E1;-4,118593E1
1,765742E1;-4,665549E1
1,774075E1;-5,262107E1
1,782408E1;-5,936141E1
1,790742E1;-6,448420E1
1,799075E1;-7,114901E1
1,807408E1;-7,712767E1
1,815742E1;-8,193754E1
1,824075E1;-8,808126E1
1,832408E1;-9,437635E1
1,840742E1;-1,010500E2
1,849075E1;-1,059325E2
1,857408E1;-1,152405E2
1,865742E1;-1,221454E2
1,874075E1;-1,265231E2
1,882408E1;-1,314277E2
1,890742E1;-1,381725E2
1,899075E1;-1,437512E2
1,907408E1;-1,482288E2
1,915908E1;-1,531721E2
1,924242E1;-1,530137E2
1,932575E1;-1,506528E2
1,940908E1;-1,495992E2
1,949242E1;-1,508025E2
1,957575E1;-1,516005E2
1,965908E1;-1,497635E2
1,974242E1;-1,509275E2
1,982575E1;-1,507955E2
1,990908E1;-1,506621E2
1,999242E1;-1,506221E2
2,007575E1;-1,508025E2
2,015908E1;-1,509809E2
2,024242E1;-1,506621E2
2,032575E1;-1,504719E2
2,040908E1;-1,507223E2
2,049242E1;-1,514558E2
2,057575E1;-1,505972E2
2,065908E1;-1,503575E2
2,074242E1;-1,509896E2
2,082575E1;-1,507767E2
2,090908E1;-1,513678E2
2,099242E1;-1,502665E2
2,107575E1;-1,505276E2
2,115908E1;-1,502781E2
2,124242E1;-1,500464E2
2,132575E1;-1,507067E2
2,140908E1;-1,508920E2
2,149242E1;-1,516501E2
2,157575E1;-1,508213E2
2,165908E1;-1,509717E2
