t;θ
8,670000E0;-1,441265E2
8,753333E0;-1,505504E2
8,836667E0;-1,586688E2
8,920000E0;-1,627144E2
9,003333E0;-1,697296E2
9,086667E0;-1,750053E2
9,170000E0;1,788504E2
9,253333E0;1,728987E2
9,336667E0;1,672513E2
9,420000E0;1,605334E2
9,503333E0;1,559208E2
9,586667E0;1,485471E2
9,670000E0;1,418101E2
9,753333E0;1,372686E2
9,836667E0;1,303683E2
9,921667E0;1,242832E2
1,000500E1;1,187726E2
1,008833E1;1,124330E2
1,017167E1;1,070813E2
1,025500E1;1,001384E2
1,033833E1;9,491026E1
1,042167E1;8,931209E1
1,050500E1;8,213652E1
1,058833E1;7,646238E1
1,067167E1;7,088520E1
1,075500E1;6,438691E1
1,083833E1;5,888691E1
1,092167E1;5,230230E1
1,100500E1;4,547128E1
1,108833E1;3,801757E1
1,117167E1;3,323450E1
1,125500E1;2,735894E1
1,133833E1;2,210070E1
1,142167E1;1,493142E1
1,150500E1;1,177604E1
1,158833E1;4,707852E0
1,167167E1;-6,673084E-1
1,175500E1;-6,636949E0
1,183833E1;-1,290159E1
1,192167E1;-1,804272E1
1,200500E1;-2,466022E1
1,208833E1;-3,018708E1
1,217167E1;-3,554897E1
1,225500E1;-4,344085E1
1,233833E1;-4,907594E1
1,242167E1;-5,475453E1
1,250500E1;-6,135867E1
1,258833E1;-6,639289E1
1,267167E1;-7,321586E1
1,275500E1;-7,808137E1
1,283833E1;-8,450392E1
1,292167E1;-9,058166E1
1,300500E1;-9,626467E1
1,308833E1;-1,035376E2
1,317167E1;-1,088644E2
1,325500E1;-1,140116E2
1,333833E1;-1,208967E2
1,342167E1;-1,266524E2
1,350500E1;-1,333789E2
1,358833E1;-1,391783E2
1,367167E1;-1,436482E2
1,375500E1;-1,497573E2
1,383833E1;-1,558606E2
1,392333E1;-1,612363E2
1,400667E1;-1,693275E2
1,409000E1;-1,739315E2
1,417333E1;1,799048E2
1,425667E1;1,737759E2
1,434000E1;1,685224E2
1,442333E1;1,613834E2
1,450667E1;1,563706E2
1,459000E1;1,497855E2
1,467333E1;1,430525E2
1,475667E1;1,386060E2
1,484000E1;1,314237E2
1,492333E1;1,254926E2
1,500667E1;1,201871E2
1,509000E1;1,126199E2
1,517333E1;1,066036E2
1,525667E1;1,008564E2
1,534000E1;9,565149E1
1,542333E1;9,029841E1
1,550667E1;8,285041E1
1,559000E1;7,719573E1
1,567333E1;7,193549E1
1,575667E1;6,565258E1
1,584000E1;6,020740E1
1,592333E1;5,349701E1
1,600667E1;4,768700E1
1,609000E1;4,070575E1
1,617333E1;3,350567E1
1,625667E1;2,786700E1
1,634000E1;2,009297E1
1,642333E1;1,391516E1
1,650667E1;1,062561E1
1,659000E1;6,044092E0
1,667333E1;5,748548E-1
1,675667E1;-5,481297E0
1,684000E1;-1,165030E1
1,692333E1;-1,686686E1
1,700667E1;-2,347562E1
1,709000E1;-2,889532E1
1,717333E1;-3,541354E1
1,725667E1;-4,232585E1
1,734000E1;-4,706011E1
1,742333E1;-5,375138E1
1,750667E1;-6,041296E1
1,759000E1;-6,486259E1
1,767333E1;-7,200052E1
1,775667E1;-7,688173E1
1,784167E1;-8,369239E1
1,792500E1;-9,118322E1
1,800833E1;-9,555297E1
1,809167E1;-1,020053E2
1,817500E1;-1,074816E2
1,825833E1;-1,133780E2
1,834167E1;-1,208317E2
1,842500E1;-1,261582E2
1,850833E1;-1,320892E2
1,859167E1;-1,374956E2
1,867500E1;-1,421250E2
1,875833E1;-1,437197E2
1,884167E1;-1,397111E2
1,892500E1;-1,386232E2
1,900833E1;-1,401326E2
1,909167E1;-1,398760E2
1,917500E1;-1,399492E2
1,925833E1;-1,393884E2
1,934167E1;-1,394504E2
1,942500E1;-1,398531E2
1,950833E1;-1,394504E2
1,959167E1;-1,401334E2
1,967500E1;-1,398991E2
1,975833E1;-1,392639E2
1,984167E1;-1,398718E2
1,992500E1;-1,398029E2
2,000833E1;-1,397636E2
2,009167E1;-1,395442E2
2,017500E1;-1,391000E2
2,025833E1;-1,398257E2
2,034167E1;-1,398143E2
2,042500E1;-1,396281E2
2,050833E1;-1,389941E2
2,059167E1;-1,395442E2
2,067500E1;-1,393251E2
2,075833E1;-1,390663E2
2,084167E1;-1,390759E2
2,092500E1;-1,390856E2
2,100833E1;-1,392639E2
2,109167E1;-1,392639E2
2,117500E1;-1,390759E2
2,125833E1;-1,391621E2
2,134167E1;-1,389499E2
